MOUNTAINVIEW,September 2016,44.052,-77.302,ON,18.4,0,2.3,30,0,4.5,0,0,0,NA,57.8,0,61,0,5,,,NA,36.1,49.4,615EMR7
TORONTO NORTH YORK,September 2016,43.78,-79.468,ON,18.8,0,NA,35,0,5.5,0,0,0,NA,41.2,0,NA,0,4,,,NA,34.6,59.8,615S001
COE HILL,September 2016,44.923,-77.885,ON,15.5,4,NA,29.5,4,0,4,0,4,NA,55.4,4,NA,0,8,,,NA,84.2,17.9,6161740
HALIBURTON 3,September 2016,45.032,-78.531,ON,15.7,0,2.3,30,0,-1,0,0,0,0,41.8,0,42,0,7,,,NA,93,24.8,6163171
PETERBOROUGH,September 2016,44.23,-78.363,ON,15.3,4,NA,31.6,4,-1.8,4,,,NA,46.3,4,NA,,4,,,NA,87.8,17.9,6166415
PETERBOROUGH TRENT U,September 2016,44.35,-78.3,ON,15.9,1,NA,30,1,0.4,0,,,NA,37.8,1,NA,,4,,,NA,76.1,15.3,6166456
SONYA SUNDANCE MEADOWS,September 2016,44.217,-78.95,ON,,,NA,,,,,0,0,NA,40.8,0,NA,0,5,,,NA,,,6168100
TAPLEY,September 2016,44.171,-78.501,ON,,,NA,,,,,0,0,NA,56.8,0,NA,0,5,,,NA,,,6168525
BANCROFT AUTO,September 2016,45.071,-77.879,ON,13.9,1,NA,29.3,1,-1.6,0,,,NA,30.2,1,NA,,6,,,NA,127,7.1,616I001
ATTAWAPISKAT A,October 2016,52.928,-82.432,ON,5,15,NA,21.8,15,-5.7,14,,,NA,49.4,15,NA,,8,,,NA,207.5,0,6010400
BIG TROUT LAKE A,October 2016,53.818,-89.897,ON,3.3,9,NA,17.6,9,-5.7,9,,,NA,47.7,9,NA,,8,,,NA,324.1,0,6010735
BIG TROUT LAKE,October 2016,53.816,-89.892,ON,3.1,0,NA,17.7,0,-5.7,0,,,NA,73.8,0,NA,0,12,,,NA,461.6,0,6010740
EAR FALLS (AUT),October 2016,50.631,-93.221,ON,6,0,NA,22.2,0,-2,0,,,NA,56.4,0,NA,,13,,,NA,373.5,0,6012199
FORT SEVERN A,October 2016,56.019,-87.676,ON,0.9,14,NA,11.4,14,-10.3,13,,,NA,69.7,14,NA,,8,,,NA,291.3,0,6012501
LANSDOWNE HOUSE (AUT),October 2016,52.196,-87.936,ON,3.2,1,NA,22.2,1,-5.9,1,,,NA,87.6,2,NA,0,13,,,NA,445.3,0,6014353
MUSKRAT DAM,October 2016,53.441,-91.763,ON,6.1,17,NA,19.2,17,-3.1,15,,,NA,45.8,17,NA,,11,,,NA,166.8,0,6015026
PEAWANUCK (AUT),October 2016,54.983,-85.433,ON,1.9,0,NA,19.7,0,-9.7,0,,,NA,79.1,0,NA,,13,,,NA,498.6,0,6016295
PICKLE LAKE (AUT),October 2016,51.449,-90.218,ON,3.8,0,NA,21.4,0,-5.1,0,,,NA,94,0,NA,1,13,,,NA,438.9,0,6016525
PICKLE LAKE A,October 2016,51.446,-90.214,ON,,,NA,21.1,0,,,,,NA,,,NA,,,,,NA,,,6016529
RED LAKE A,October 2016,51.067,-93.793,ON,,,NA,21.9,0,,,,,NA,,,NA,,,,,NA,,,6016970
SANDY LAKE A,October 2016,53.064,-93.344,ON,5.4,13,NA,18.5,12,-4,12,,,NA,66.4,12,NA,,15,,,NA,227.6,0,6017401
BARWICK,October 2016,48.633,-93.967,ON,7.7,0,2.1,23.5,0,-4.5,0,0,0,0,26.8,0,46,0,9,,,NA,320,0,6020559
ATIKOKAN (AUT),October 2016,48.761,-91.628,ON,7,0,NA,22.9,0,-5.7,0,,,NA,44.5,0,NA,,8,,,NA,341.9,0,6020LPQ
FORT FRANCES RCS,October 2016,48.651,-93.439,ON,6.7,0,NA,23.1,0,-6.8,0,,,NA,30.5,0,NA,,5,,,NA,351.4,0,6022474
MINE CENTRE SOUTHWEST,October 2016,48.76,-92.623,ON,5.9,2,NA,23,1,-5,1,0,1,NA,60.8,1,NA,0,11,,,NA,352,0,6025205
DRYDEN REGIONAL,October 2016,49.828,-92.744,ON,7.3,10,NA,22.2,10,-2.5,10,,,NA,27.5,10,NA,,7,,,NA,225.4,0,6032125
KENORA RCS,October 2016,49.791,-94.378,ON,6.4,0,NA,22.6,0,-2.1,0,,,NA,56.8,0,NA,,12,,,NA,358.2,0,6034073
KENORA A,October 2016,49.788,-94.363,ON,6.1,1,NA,22.3,0,-1.7,1,0.3,0,NA,71.6,0,NA,,16,,,NA,357.4,0,6034076
RAWSON LAKE,October 2016,49.65,-93.717,ON,6.5,3,1.9,21.5,3,-1.5,3,0,28,NA,32.3,3,NA,,6,,,NA,321.3,0,6036904
RAWSON LAKE (AUT),October 2016,49.664,-93.733,ON,6.2,0,NA,21.4,0,-2.1,0,,,NA,46.5,0,NA,,9,,,NA,366.1,0,6036907
ROYAL ISLAND (AUT),October 2016,49.469,-94.763,ON,8,5,NA,23.5,3,1,3,,,NA,,,NA,,,,,NA,259.8,0.5,6037201
SIOUX LOOKOUT A,October 2016,50.114,-91.908,ON,5.7,1,NA,21.9,1,-7.1,0,15.3,1,NA,61.7,1,NA,,13,,,NA,367.9,0,6037776
ARMSTRONG (AUT),October 2016,50.294,-88.905,ON,4.6,4,NA,20.8,3,-9.2,2,,,NA,57.5,4,NA,,10,,,NA,360.9,0,6040325
CAMERON FALLS (AUT),October 2016,49.154,-88.345,ON,6.9,1,NA,21.2,1,-3.9,0,,,NA,48.5,1,NA,0,6,,,NA,332.5,0,6041110
CARIBOU ISLAND (AUT),October 2016,47.333,-85.833,ON,10.4,3,NA,18.8,2,2.5,1,,,NA,,,NA,,,,,NA,211.8,0,6041222
GERALDTON A,October 2016,49.779,-86.939,ON,5.1,0,NA,21,0,-8,0,0.4,1,NA,78.6,0,NA,,12,,,NA,400.4,0,6042717
HAZELWOOD,October 2016,48.467,-89.267,ON,,,NA,,,,,0,1,NA,54,1,NA,0,9,,,NA,,,6043390
PUKASKWA (AUT),October 2016,48.608,-86.287,ON,7.1,1,NA,22.4,1,-6,0,,,NA,76.3,1,NA,,11,,,NA,327.8,0,6046768
THUNDER BAY,October 2016,48.372,-89.322,ON,7.4,8,NA,21.2,8,-5.5,8,,,NA,40.1,8,NA,,6,,,NA,244.5,0,6048260
THUNDER BAY BURWOOD,October 2016,48.414,-89.278,ON,5.8,19,NA,21,19,-5,19,0,19,NA,5.9,19,NA,,2,,,NA,145.9,0,6048266
THUNDER BAY CS,October 2016,48.369,-89.327,ON,7.1,3,NA,21,3,-5.5,0,,,NA,35.2,3,NA,,10,,,NA,304,0,6048268
UPSALA (AUT),October 2016,49.033,-90.467,ON,5.8,3,NA,20.9,3,-6.5,0,,,NA,47,3,NA,,8,,,NA,341,0,6049095
WELCOME ISLAND (AUT),October 2016,48.369,-89.119,ON,9.4,0,NA,18.9,0,2,0,,,NA,,,NA,,,,,NA,265.3,0,6049443
LITTLE FLATLAND ISLAND (AUT),October 2016,49.69,-88.306,ON,8.5,6,NA,19.1,4,-1.5,2,,,NA,212.5,6,NA,0,18,,,NA,238.6,0,6049470
THUNDER BAY A FIREHALL,October 2016,48.367,-89.317,ON,,,NA,,,,,0,14,NA,19.2,14,NA,0,4,,,NA,,,604S003
LAKE SUPERIOR PROVINCIAL PARK,October 2016,47.723,-84.814,ON,6.6,0,NA,22.4,0,-6.2,0,,,NA,187.7,0,NA,,12,,,NA,354.9,0,6054425
SAULT STE MARIE A,October 2016,46.485,-84.51,ON,8.4,2,NA,21.8,1,-3.7,1,0,0,NA,110.3,0,NA,,14,,,NA,277.4,0,6057591
WAWA A,October 2016,47.967,-84.786,ON,,,NA,23.3,1,,,,,NA,,,NA,,,,,NA,,,6059407
KILLARNEY (AUT),October 2016,45.967,-81.483,ON,9.9,1,NA,19.7,1,-2.3,0,,,NA,,,NA,,,,,NA,242.9,0,605DJ25
CHAPLEAU A,October 2016,47.82,-83.347,ON,,,NA,20.1,0,,,,,NA,,,NA,,,,,NA,,,6061362
MASSEY,October 2016,46.193,-82.025,ON,9.9,3,3,23,3,-7.5,3,0,3,NA,73.8,3,NA,0,11,,,NA,226.9,1,6065006
MONETVILLE 2,October 2016,46.215,-80.303,ON,9,1,NA,26,1,-5,1,0.6,1,NA,74.4,1,NA,0,8,,,NA,273.4,2.3,6065252
SUDBURY CLIMATE,October 2016,46.632,-80.796,ON,7.1,2,NA,22.4,2,-7.8,0,,,NA,77.2,2,NA,,7,,,NA,316.1,0.1,6068145
SUDBURY A,October 2016,46.626,-80.798,ON,7.4,0,NA,22.5,0,-7.1,0,0.7,1,NA,95.6,2,NA,,11,,,NA,330.2,0.5,6068153
BONNER LAKE,October 2016,49.383,-82.124,ON,5.6,0,NA,23,0,-8,0,6.4,0,NA,122.6,0,NA,0,12,,,NA,385.2,0,6070QK6
EARLTON A,October 2016,47.695,-79.849,ON,6.4,9,NA,22.5,9,-7.1,9,,,NA,71.5,9,NA,,6,,,NA,255.5,0,6072223
EARLTON CLIMATE,October 2016,47.695,-79.849,ON,6.6,0,NA,22.6,0,-7.1,0,,,NA,79.7,0,NA,,9,,,NA,352.8,0,6072230
KAPUSKASING A,October 2016,49.412,-82.468,ON,5.7,0,NA,22.7,0,-5.6,0,2.9,0,NA,112.8,0,NA,,11,,,NA,380.9,0,6073976
KAPUSKASING CDA ON,October 2016,49.406,-82.444,ON,5.8,1,NA,21.9,1,-4.9,0,,,NA,63.7,1,NA,0,8,,,NA,367.2,0,6073980
KIRKLAND LAKE CS,October 2016,48.15,-80,ON,6.5,1,NA,21.5,1,-7.5,0,,,NA,68.1,1,NA,,13,,,NA,344.6,0,6074211
MOOSONEE,October 2016,51.291,-80.608,ON,6.6,14,NA,23,14,-4.1,14,,,NA,61.1,14,NA,,6,,,NA,193.2,0,6075420
MOOSONEE UA,October 2016,51.267,-80.65,ON,5.5,0,1.8,23,0,-7,0,0,0,0,98.9,0,132,0,13,,,NA,386.1,0,6075425
MOOSONEE RCS,October 2016,51.292,-80.618,ON,5.5,0,NA,23.1,0,-3.9,0,,,NA,97.3,0,NA,,13,,,NA,387.6,0,6075435
NAGAGAMI (AUT),October 2016,49.747,-84.164,ON,5.4,1,NA,22.6,1,-4.3,0,,,NA,74.2,1,NA,0,11,,,NA,377.5,0,6075543
OGOKI POST A,October 2016,51.659,-85.901,ON,4.1,0,NA,23,0,-3.5,0,,,NA,105.3,0,NA,,11,,,NA,431.7,0,6075786
TIMMINS CLIMATE,October 2016,48.557,-81.39,ON,5.8,1,NA,21.4,1,-8.9,1,,,NA,70.8,1,NA,,12,,,NA,365.9,0,6078282
TIMMINS A,October 2016,48.571,-81.377,ON,5.5,0,NA,21.6,0,-8.8,0,0,29,NA,,,NA,,,,,NA,387.4,0,6078286
ALGONQUIN PARK EAST GATE,October 2016,45.533,-78.267,ON,7.1,0,NA,24.1,0,-3.7,0,,,NA,49.8,0,NA,,10,,,NA,337.9,0,6080192
NORTH BAY A,October 2016,46.364,-79.424,ON,7.3,11,NA,21.2,11,-5.1,10,,,NA,33.6,11,NA,,7,,,NA,213.9,0,6085680
GORE BAY CLIMATE,October 2016,45.883,-82.567,ON,9.8,1,NA,22.1,1,-4.7,0,,,NA,43.6,1,NA,,4,,,NA,247.3,0,6092920
GREAT DUCK ISLAND (AUT),October 2016,45.633,-82.95,ON,11.1,4,NA,19.4,3,-0.7,2,,,NA,,,NA,,,,,NA,185.9,0.1,6093005
SANDFIELD,October 2016,45.69,-81.982,ON,10.5,1,NA,22,1,-4,1,0,1,NA,58,1,NA,0,10,,,NA,227.2,1.8,6097426
APPLETON,October 2016,45.186,-76.113,ON,8.8,0,NA,25,0,-4.5,0,7,0,NA,87.8,0,NA,0,9,,,NA,284.2,0,6100285
BROCKVILLE CLIMATE,October 2016,44.635,-75.748,ON,9.1,0,NA,24.9,0,-3.5,0,,,NA,133.7,0,NA,,13,,,NA,276.4,0,6100970
BROCKVILLE PCC,October 2016,44.6,-75.667,ON,10,1,0.7,24,1,-3,1,0,1,NA,136.4,1,NA,0,11,,,NA,238.7,0,6100971
CHALK RIVER AECL,October 2016,46.05,-77.367,ON,9.5,11,1.9,24,11,-2,11,5.6,11,NA,29.6,11,NA,0,7,,,NA,171.8,1.3,6101335
CORNWALL,October 2016,45.016,-74.749,ON,10.3,0,0.9,26,0,-2,0,0,0,0,116.2,0,125,0,14,,,NA,237.4,0,6101874
DRUMMOND CENTRE,October 2016,45.032,-76.253,ON,8.7,0,0.9,23,0,-4,0,5.8,0,269,92,0,117,0,11,,,NA,287,0,6102J13
HARTINGTON IHD,October 2016,44.428,-76.69,ON,9.9,0,1.4,23,0,-2.5,0,2,0,148,144.2,0,162,0,13,,,NA,251.1,0,6103367
KEMPTVILLE CS,October 2016,45,-75.633,ON,8.9,0,NA,24.3,0,-3.9,0,,,NA,137.6,0,NA,,13,,,NA,282.6,0,6104027
KINGSTON CLIMATE,October 2016,44.223,-76.599,ON,9.9,0,NA,22.7,0,-2.1,0,,,NA,134.3,0,NA,,12,,,NA,252.2,0.7,6104142
LYNDHURST SHAWMERE,October 2016,44.517,-76.083,ON,11.3,8,2.3,25,8,-2,8,1,8,NA,80.6,8,NA,0,11,,,NA,154,0.8,6104725
MOOSE CREEK WELLS,October 2016,45.251,-74.963,ON,8.4,0,NA,25.2,0,-4.9,0,,,NA,,,NA,,,,,NA,296.9,0,6105397
OMPAH-SEITZ,October 2016,45.054,-76.784,ON,8.5,0,NA,23,0,-4,0,11,0,NA,86.4,0,NA,0,14,,,NA,294.7,0,6105762
OTTAWA CDA,October 2016,45.383,-75.717,ON,9.4,0,0.9,25,0,-3,0,8,0,278,99.2,0,115,0,12,,,NA,267.9,0,6105976
OTTAWA CDA RCS,October 2016,45.383,-75.717,ON,9,0,NA,24.7,0,-2.6,0,,,NA,92.5,0,NA,,11,,,NA,279.7,0,6105978
OTTAWA INTL A,October 2016,45.317,-75.667,ON,8.6,0,NA,24.5,0,-4.2,0,5.8,0,NA,107,0,NA,,11,,,NA,291.1,0,6106001
PEMBROKE CLIMATE,October 2016,45.86,-77.252,ON,7.8,0,NA,24.9,0,-4.9,0,,,NA,40.3,0,NA,,7,,,NA,317.2,0,6106367
PETAWAWA AWOS 2,October 2016,45.95,-77.317,ON,8.6,0,NA,24.4,0,-2.7,0,,,NA,31,3,NA,,8,,,NA,291.7,0.9,6106396
ST. ALBERT,October 2016,45.287,-75.064,ON,8.2,0,0.5,25,0,-5,0,0,0,0,170,0,180,0,15,,,NA,302.5,0,6107276
PETAWAWA HOFFMAN,October 2016,45.883,-77.25,ON,8.7,0,NA,24,0,-3,0,10,0,NA,53.2,0,NA,0,11,,,NA,287.5,0,610FC98
BALDWIN,October 2016,44.267,-79.319,ON,10.5,2,NA,26,2,-4.5,2,2.4,2,NA,71.8,2,NA,0,12,,,NA,216.8,0.5,6110480
BARRIE LANDFILL,October 2016,44.385,-79.736,ON,12.2,12,NA,24.5,6,-2,6,5,6,NA,91,6,NA,0,12,,,NA,112.9,2.1,6110556
BEATRICE CLIMATE,October 2016,45.14,-79.403,ON,8.3,0,NA,23.7,0,-6.4,0,,,NA,92.1,0,NA,,9,,,NA,302.1,0,6110607
COLDWATER WARMINSTER,October 2016,44.631,-79.539,ON,5.7,18,NA,16.5,17,-4,18,9.2,17,NA,35,17,NA,0,4,,,NA,159.3,0,6111769
COLLINGWOOD,October 2016,44.5,-80.217,ON,11.7,0,NA,26.4,0,-0.1,0,,,NA,65,0,NA,,13,,,NA,198.3,4.5,6111792
LAGOON CITY,October 2016,44.547,-79.217,ON,10.4,0,NA,24.3,0,-1.8,0,,,NA,,,NA,,,,,NA,237.8,1.6,6114295
MARKDALE,October 2016,44.269,-80.712,ON,9.8,16,NA,22,16,-4.5,16,2,30,NA,50.4,23,NA,,8,,,NA,123.9,0.3,6114979
MIDLAND WATER POLLUTION CONTROL PLANT,October 2016,44.758,-79.875,ON,11.9,22,2.6,25,22,0,22,0,22,NA,42,22,NA,0,4,,,NA,55.7,1,6115127
MUSKOKA,October 2016,44.975,-79.303,ON,8.5,9,NA,23.6,9,-5.7,8,,,NA,46.3,11,NA,,7,,,NA,209.2,0,6115529
NIPISSING,October 2016,46.1,-79.521,ON,,,NA,,,,,6,0,NA,68.2,0,NA,0,11,,,NA,,,6115669
ORILLIA BRAIN,October 2016,44.603,-79.439,ON,9.9,1,NA,23,1,-4,1,4,1,NA,73.8,1,NA,0,8,,,NA,244,0,6115811
PARRY SOUND CCG,October 2016,45.344,-80.044,ON,10.1,0,NA,25.3,0,-3.7,0,,,NA,58.1,0,NA,,8,,,NA,247.8,3.2,6116257
SHANTY BAY,October 2016,44.399,-79.633,ON,10.8,0,2,24.5,0,-2.5,0,5.6,0,125,78.6,0,101,0,8,,,NA,226,1.3,6117684
BARRIE-ORO,October 2016,44.483,-79.55,ON,9.3,0,NA,24.3,0,-4.8,0,,,NA,61.8,0,NA,,9,,,NA,270.9,0.4,6117700
SPRUCEDALE,October 2016,45.425,-79.488,ON,,,NA,,,,,0,1,NA,73.4,1,NA,0,11,,,NA,,,6117981
THORNBURY 3,October 2016,44.551,-80.468,ON,,,NA,,,,,3,0,NA,92,0,NA,0,14,,,NA,,,6118240
UDORA,October 2016,44.263,-79.161,ON,10.3,0,1.7,25,0,-3,0,2,0,100,83.4,0,111,0,12,,,NA,239.7,1.6,6119055
WIARTON A,October 2016,44.744,-81.109,ON,10.5,0,NA,25.4,0,-3.5,0,10.6,0,NA,58.4,0,NA,,8,,,NA,234.6,3.2,6119499
WESTERN ISLAND (AUT),October 2016,45.033,-80.367,ON,12,5,NA,22.4,3,-0.1,3,,,NA,,,NA,,,,,NA,159,2.1,6119M51
BORDEN AWOS,October 2016,44.272,-79.912,ON,9.7,6,NA,25.2,4,-5,2,,,NA,46.5,6,NA,,12,,,NA,207.9,0,611B002
EGBERT CS,October 2016,44.233,-79.783,ON,10.3,0,NA,25.6,0,-3.1,0,,,NA,63.4,0,NA,,10,,,NA,240.7,1,6.11E+03
COVE ISLAND (AUT),October 2016,45.333,-81.733,ON,11.9,2,NA,23.6,2,2.3,0,,,NA,,,NA,,,,,NA,178.6,1.1,61219J2
GODERICH,October 2016,43.767,-81.717,ON,11.5,0,NA,25.7,0,-2.3,0,,,NA,73.8,0,NA,,21,,,NA,208.7,7.7,6122847
KINCARDINE,October 2016,44.173,-81.623,ON,11.5,8,NA,26.5,8,-1,8,2.8,8,NA,50.4,8,NA,0,8,,,NA,158.7,9.9,6124127
SARNIA,October 2016,42.999,-82.309,ON,12.5,6,NA,27.2,6,-1.2,6,,,NA,43.8,6,NA,,10,,,NA,148.3,10.6,6127510
SARNIA CLIMATE,October 2016,43,-82.3,ON,12.3,0,NA,27.3,0,-1.9,0,,,NA,65.1,0,NA,,11,,,NA,187.1,10.6,6127519
TOBERMORY RCS,October 2016,45.233,-81.633,ON,10.4,4,NA,22,4,-2.8,4,,,NA,94.9,4,NA,,8,,,NA,206.3,0,6128330
WROXETER,October 2016,43.863,-81.152,ON,,,NA,,,,,0,0,NA,48,0,NA,0,11,,,NA,,,6129660
AMHERSTBURG,October 2016,42.103,-83.094,ON,13.7,7,2.4,26.5,7,0,7,0,7,NA,51.3,7,NA,,6,,,NA,117.3,13.7,6130257
DELHI CS,October 2016,42.867,-80.55,ON,10.5,0,NA,25.3,0,-5.4,0,,,NA,59,0,NA,,12,,,NA,238,5.1,6131983
FORT ERIE,October 2016,42.883,-78.967,ON,12.1,8,1.7,26,8,-2,8,0,8,NA,58.4,8,NA,0,10,,,NA,141.6,6.7,6132470
GRIMSBY MOUNTAIN,October 2016,43.184,-79.558,ON,13.5,2,NA,25.5,2,-1,2,0,2,NA,54,2,NA,0,9,,,NA,144,14.6,6133055
HARROW CDA AUTO,October 2016,42.033,-82.9,ON,12.9,0,NA,25.7,0,0.2,0,,,NA,64.8,0,NA,,7,,,NA,171.8,12.7,6133362
KINGSVILLE MOE,October 2016,42.043,-82.674,ON,13.8,6,2.7,23.5,6,3,6,0,8,NA,67.7,8,NA,,8,,,NA,119.3,14.7,6134190
LONG POINT (AUT),October 2016,42.567,-80.05,ON,14.4,3,NA,22.6,2,3.2,1,,,NA,,,NA,,,,,NA,109.9,9.1,6134F10
NEW GLASGOW,October 2016,42.514,-81.636,ON,12.3,2,1.8,25,2,-2,2,0,2,NA,66.5,2,NA,0,9,,,NA,173.9,9,6135583
PORT COLBORNE,October 2016,42.883,-79.25,ON,12.6,10,1.5,24,10,-0.5,10,0,10,NA,62,10,NA,,9,,,NA,118.3,4,6136606
PORT WELLER (AUT),October 2016,43.25,-79.217,ON,13.7,1,NA,24.7,1,2.2,0,,,NA,53.5,1,NA,,8,,,NA,141,11.8,6136699
RIDGETOWN RCS,October 2016,42.45,-81.883,ON,12.3,1,NA,26.6,1,-1.7,0,,,NA,33.5,1,NA,,8,,,NA,182.2,10.5,6137154
ST THOMAS WPCP,October 2016,42.768,-81.205,ON,12.1,5,2,23.5,3,-3,2,0,5,NA,61.7,4,NA,0,10,,,NA,159.1,5.1,6137362
TILLSONBURG WWTP,October 2016,42.855,-80.722,ON,,,NA,,,,,0,2,NA,62,2,NA,0,9,,,NA,,,6138270
VINELAND STATION RCS,October 2016,43.183,-79.4,ON,13.4,2,NA,25.6,2,0.6,0,,,NA,52.3,2,NA,,6,,,NA,144.3,11.3,6139148
WELLAND-PELHAM,October 2016,42.967,-79.333,ON,12,1,NA,24.4,1,-1.2,0,,,NA,83.4,1,NA,,9,,,NA,184.5,5.1,6139449
WINDSOR RIVERSIDE,October 2016,42.333,-82.933,ON,14,0,NA,28,0,0,0,0,0,NA,67.7,0,NA,0,7,,,NA,146,22.7,6139520
WINDSOR A,October 2016,42.276,-82.955,ON,12.9,0,NA,27.2,0,0.4,0,0,0,NA,84,0,NA,,9,,,NA,173.2,14.1,6139527
PORT COLBORNE (AUT),October 2016,42.867,-79.25,ON,13.1,1,NA,24.3,1,0.7,0,,,NA,,,NA,,,,,NA,156.1,8.7,613F606
ERIEAU (AUT),October 2016,42.25,-81.9,ON,14.2,0,NA,22,0,3.4,0,,,NA,,,NA,,,,,NA,131.6,13.5,613KLLM
POINT PELEE CS,October 2016,41.949,-82.519,ON,13.6,1,NA,24.5,1,0,0,,,NA,,,NA,,,,,NA,145.2,11.8,613P001
BRANTFORD AIRPORT,October 2016,43.138,-80.331,ON,10.7,0,NA,24.8,0,-4.6,0,,,NA,62.8,0,NA,,14,,,NA,230,4.4,6140942
DORCHESTER,October 2016,43.002,-81.033,ON,,,NA,,,,,0,0,NA,64.9,0,NA,0,13,,,NA,,,6142066
ELORA RCS,October 2016,43.65,-80.417,ON,9.7,0,NA,24.1,0,-4.8,0,,,NA,85.8,0,NA,,21,,,NA,256.2,0,6142286
FERGUS SHAND DAM,October 2016,43.735,-80.33,ON,10.7,0,2.4,24.5,0,-5,0,0,0,0,66.3,0,86,0,11,,,NA,228.6,3.1,6142400
FERGUS MOE,October 2016,43.702,-80.379,ON,9.6,2,NA,24.5,1,-5,1,0,1,NA,51.4,1,NA,0,11,,,NA,243.5,1.3,6142402
GUELPH TURFGRASS,October 2016,43.55,-80.217,ON,9.6,0,NA,24.2,0,-7.1,0,,,NA,,,NA,,,,,NA,262.5,1.3,6143089
KITCHENER/WATERLOO,October 2016,43.461,-80.379,ON,10,1,NA,24.9,1,-5.7,0,,,NA,37,0,NA,,10,,,NA,242.1,1.9,6144239
LONDON A,October 2016,43.033,-81.151,ON,11,1,NA,24.4,0,-4,1,,,NA,,,NA,,,,,NA,212.9,3.3,6144473
LONDON CS,October 2016,43.033,-81.15,ON,10.6,2,NA,24.2,2,-3.6,1,,,NA,50.1,2,NA,,7,,,NA,219,3.5,6144478
MOUNT FOREST (AUT),October 2016,43.983,-80.75,ON,10,0,NA,24.6,0,-3.9,0,,,NA,60.5,0,NA,,10,,,NA,250.8,1.5,6145504
ROSEVILLE,October 2016,43.354,-80.474,ON,10.8,0,2.1,24,0,-5,0,0,0,0,42.7,0,57,0,12,,,NA,226.2,4.5,6147188
STRATFORD WWTP,October 2016,43.369,-81.005,ON,12.7,26,3.7,25,26,-2,26,,,NA,,,NA,,,,,NA,26.7,0.3,6148105
STRATHROY-MULLIFARRY,October 2016,42.981,-81.643,ON,11.8,0,NA,27,0,-3.5,0,0,0,NA,65,0,NA,0,14,,,NA,204.2,10.9,6148122
WOODSTOCK,October 2016,43.136,-80.771,ON,12.9,17,3.7,26,17,-4.5,17,0,17,NA,38.6,17,NA,,7,,,NA,75.8,4.8,6149625
BELLEVILLE,October 2016,44.151,-77.395,ON,10.8,0,1.3,23.5,0,-2,0,0.8,0,364,109.6,0,129,0,12,,,NA,223.4,0,6150689
BURLINGTON PIERS (AUT),October 2016,43.3,-79.8,ON,13.1,1,NA,25.2,0,1.6,1,,,NA,,,NA,,,,,NA,156.5,8.1,6151061
CENTREVILLE,October 2016,44.403,-76.908,ON,9.5,1,1.2,23.5,1,-3,1,7,1,NA,144.8,1,NA,0,12,,,NA,253.9,0,6151309
COBOURG (AUT),October 2016,43.95,-78.167,ON,11.2,0,NA,21.5,0,-1.9,0,,,NA,68.2,0,NA,,8,,,NA,212.2,0,6151684
COBOURG STP,October 2016,43.967,-78.183,ON,12,17,3.1,23,17,-3,17,0,17,NA,51.1,17,NA,0,6,,,NA,83.5,0,6151689
GEORGETOWN WWTP,October 2016,43.64,-79.879,ON,10.5,12,2.2,26.5,12,-5,12,0,12,NA,33.6,12,NA,0,6,,,NA,144.7,3,6152695
HAMILTON A,October 2016,43.174,-79.935,ON,11.1,0,NA,24.3,0,-3.2,0,0.1,0,NA,60.4,0,NA,,8,,,NA,217.2,4.7,6153193
HAMILTON RBG CS,October 2016,43.292,-79.908,ON,11.5,0,NA,25.7,0,-3.5,0,,,NA,36.9,0,NA,,5,,,NA,208.2,7.6,6153301
OAKVILLE TWN,October 2016,43.513,-79.69,ON,12.4,0,NA,26,0,-1,0,0,0,NA,48,0,NA,0,9,,,NA,181.7,8.3,6155750
OSHAWA,October 2016,43.923,-78.883,ON,9.4,11,NA,22.6,11,-3.5,11,,,NA,18.9,11,NA,,5,,,NA,172.6,0,6155875
OSHAWA WPCP,October 2016,43.867,-78.833,ON,11.8,0,2.3,22.5,0,-2,0,0,0,0,49.4,0,71,0,12,,,NA,194,0.3,6155878
POINT PETRE (AUT),October 2016,43.833,-77.15,ON,11.5,2,NA,22.4,2,0.2,0,,,NA,108.7,2,NA,,8,,,NA,190.5,2.2,6156559
MONO CENTRE,October 2016,44.032,-80.024,ON,10,10,NA,24.6,7,-5.3,7,,,NA,24.3,12,NA,,7,,,NA,168.1,0.9,6157000
STIRLING,October 2016,44.293,-77.555,ON,,,NA,,,,,0,26,NA,14,26,NA,,2,,,NA,,,6158052
TORONTO CITY,October 2016,43.667,-79.4,ON,12.5,0,NA,24.9,0,0.9,0,,,NA,29.4,0,NA,,6,,,NA,174.5,5.4,6158355
TORONTO CITY CENTRE,October 2016,43.628,-79.396,ON,13.1,7,NA,21.3,7,1.3,7,,,NA,24.6,7,NA,,6,,,NA,119.7,2.8,6158359
TORONTO BUTTONVILLE A,October 2016,43.861,-79.369,ON,10.8,0,NA,25.2,0,-1.7,0,3.4,0,NA,50.6,0,NA,,9,,,NA,223.1,1.1,6158410
TORONTO INTL A,October 2016,43.677,-79.631,ON,11.9,0,NA,25.6,0,-0.1,0,0,0,NA,40.6,0,NA,,9,,,NA,194.2,4.1,6158731
TRENTON A,October 2016,44.117,-77.533,ON,10,0,1.4,22.8,0,-3.3,0,3.2,0,######,93.4,0,112,,12,,,NA,247.8,0,6158875
UXBRIDGE WEST,October 2016,44.098,-79.164,ON,9.8,1,NA,23.3,1,-3.1,0,,,NA,69.2,1,NA,,12,,,NA,248.1,0.7,6159123
